Gene,Product,Category,Tier
MCC10113_0085,Potassium transport protein,Salt tolerance,Contextual
MCC10083_0076,Potassium transport protein,Salt tolerance,Contextual
MCC10120_0135,Potassium transport protein,Salt tolerance,Contextual
MCC10076_0008,Potassium transport protein,Salt tolerance,Contextual
MCC10015_0254,Potassium transport protein,Salt tolerance,Contextual
EM848_10945,Potassium transporter Kup,Salt tolerance,Core
EMO92_06055,Potassium transporter Kup,Salt tolerance,Core
EMB92_01010,Potassium transporter Kup,Salt tolerance,Core
EMO91_10705,Potassium transporter Kup,Salt tolerance,Core
EMO89_06680,Potassium transporter Kup,Salt tolerance,Core
EHS19_06615,Potassium transporter Kup,Salt tolerance,Core
GBC97_06010,Potassium transporter Kup,Salt tolerance,Core
DXC85_01370,Potassium transporter Kup,Salt tolerance,Core
GBJ98_09535,Potassium transporter Kup,Salt tolerance,Core
GBB40_04795,Potassium transporter Kup,Salt tolerance,Core
GX953_02195,Potassium transporter Kup,Salt tolerance,Core
GX953_00460,Potassium transporter Kup,Salt tolerance,Core
SAMN04489748_1452,KUP system potassium uptake protein,Salt tolerance,Contextual
FCO76_06865,Potassium transporter Kup,Salt tolerance,Core
HMPREF1313_1059,Potassium transporter,Salt tolerance,Core
HMPREF1315_1253,Potassium transporter,Salt tolerance,Core
KSW34_09300,KUP/HAK/KT family potassium transporter,Salt tolerance,Core
LIP63_10445,KUP/HAK/KT family potassium transporter,Salt tolerance,Core
SCX10_02345,KUP/HAK/KT family potassium transporter,Salt tolerance,Core
MCC10043_0086,Potassium transport protein,Salt tolerance,Contextual
MCC10044_0073,Potassium transport protein,Salt tolerance,Contextual
MCC10118_0172,Potassium transport protein,Salt tolerance,Contextual
BLIG_00552,Potassium transporter,Salt tolerance,Core
CAT7_00135,Potassium uptake protein,Salt tolerance,Contextual
CAT7_00140,Potassium uptake protein,Salt tolerance,Contextual
DGQ36_04265,Potassium transporter Kup,Salt tolerance,Core
EY666_16665,Potassium transporter Kup,Salt tolerance,Core
EY666_15135,Potassium transporter Kup,Salt tolerance,Core
IAA20_04350,KUP/HAK/KT family potassium transporter,Salt tolerance,Core
IAA20_01890,KUP/HAK/KT family potassium transporter,Salt tolerance,Core
Lpp123_07625,Potassium transporter protein kup,Salt tolerance,Core
LBCZ_2101,Truncated potassium transporter protein,Salt tolerance,Core
LBCZ_2102,Truncated potassium transporter protein,Salt tolerance,Core
Lpp126_11608,K+ transporter,Salt tolerance,Core
Lpp126_13142,Potassium transporter protein kup,Salt tolerance,Core
LBAT_0187,Truncated potassium transport protein,Salt tolerance,Contextual
FC59_GL001477,Potassium transport protein,Salt tolerance,Contextual
S101258_02824,Putative potassium transport system protein kup,Salt tolerance,Contextual
S101258_02825,Putative potassium transport system protein kup,Salt tolerance,Contextual
S101258_01676,Putative potassium transport system protein kup,Salt tolerance,Contextual
DCW31_11250,Potassium transporter Kup,Salt tolerance,Core
FHL06_12675,Potassium transporter Kup,Salt tolerance,Core
FHL06_13920,Potassium transporter Kup,Salt tolerance,Core
GX669_05085,KUP/HAK/KT family potassium transporter,Salt tolerance,Core
N876_0208860,Potassium transporter Kup,Salt tolerance,Core
NAB2_0765,Kup system potassium uptake protein,Salt tolerance,Contextual
NAB2_0764,Kup system potassium uptake protein,Salt tolerance,Contextual
D6U17_03885,Potassium transporter Kup,Salt tolerance,Core
kup_2,Probable potassium transport system protein Kup,Salt tolerance,Contextual
FLP15_06030,Potassium transporter Kup,Salt tolerance,Core
PL111_0444,"Integral membrane protein YggT, involved in response to extracytoplasmic stress (Osmotic shock)",Salt tolerance,Contextual
FC21_GL000113,Potassium uptake protein,Salt tolerance,Contextual
FD32_GL000252,Potassium transport system protein kup2,Salt tolerance,Contextual
H9876_05625,KUP/HAK/KT family potassium transporter,Salt tolerance,Core
ADU70_0127,Kup system potassium uptake protein,Salt tolerance,Contextual
ADU70_0128,Kup system potassium uptake protein,Salt tolerance,Contextual
stkP,Serine/threonine-protein kinase StkP (Ser/Thr-protein kinase StkP) (EC 2.7.11.1) (Eukaryotic-type Ser/Thr protein kinase) (ESTPK),Salt tolerance,Core
D8803_01945,"Integral membrane protein YggT, involved in response to extracytoplasmic stress (Osmotic shock) (YGGT family protein)",Salt tolerance,Contextual
E0F67_10810,Potassium transporter Kup,Salt tolerance,Core
KC463_02075,KUP/HAK/KT family potassium transporter,Salt tolerance,Core
Lpp71_15489,Major facilitator superfamily permease,Salt tolerance,Core
Lpp49_00560,Betaine/proline/choline transporter,Salt tolerance,Core
FC49_GL001671,Proline-specific permease ProY,Salt tolerance,Core
FC49_GL000852,Proline-specific permease ProY,Salt tolerance,Core
FC49_GL000162,Proline-specific permease ProY,Salt tolerance,Core
HHK02_10605,MFS transporter,Salt tolerance,Core
HMPREF0501_00258,Putative proline-specific permease ProY,Salt tolerance,Core
HMPREF0501_01107,Putative proline-specific permease ProY,Salt tolerance,Core
HMPREF0513_00014,Putative proline-specific permease ProY,Salt tolerance,Core
HMPREF0513_01136,Putative proline-specific permease ProY,Salt tolerance,Core
proY,Proline-specific permease ProY,Salt tolerance,Core
AYR53_04590,Na+/proline symporter,Salt tolerance,Contextual
S100892_01291,Proline-specific permease,Salt tolerance,Core
PROPJV5_0674,Sodium/proline symporter (Proline permease),Salt tolerance,Core
putP,Sodium/proline symporter (Proline permease),Salt tolerance,Core
HMPREF1531_01792,Sodium/proline symporter (Proline permease),Salt tolerance,Core
actP,Cation/acetate symporter ActP,Salt tolerance,Contextual
GXZ45_10470,Sodium:proline symporter,Salt tolerance,Contextual
GXZ45_04630,Cation acetate symporter,Salt tolerance,Contextual
GXZ45_04245,Cation acetate symporter,Salt tolerance,Contextual
GXZ45_07570,Cation acetate symporter,Salt tolerance,Contextual
GX596_08475,Cation acetate symporter,Salt tolerance,Contextual
GX596_02560,Cation acetate symporter,Salt tolerance,Contextual
GX412_01415,Cation acetate symporter,Salt tolerance,Contextual
GX412_04640,Sodium:solute symporter family protein,Salt tolerance,Contextual
GX412_09255,Cation acetate symporter,Salt tolerance,Contextual
PPA0634,Proline/betaine transporter,Salt tolerance,Core
BACT_1421,Na+/solute symporter,Salt tolerance,Contextual
BMON_0937,Proline/betaine transporter,Salt tolerance,Core
BPSY_0727,Proline/betaine transporter,Salt tolerance,Core
BISU_0903,Na+/proline symporter,Salt tolerance,Contextual
GA0061077_1213,"MFS transporter, MHS family, proline/betaine transporter",Salt tolerance,Core
BAQU_0232,Proline/betaine transporter,Salt tolerance,Core
Uis1B_0278,"MFS family major facilitator transporter, proline/betaine:cation symporter",Salt tolerance,Core
BMONG18_0700,Proline/betaine transporter,Salt tolerance,Core
MCC10043_1688,Proline/betaine transporter,Salt tolerance,Core
MCC10119_1469,Proline/betaine transporter,Salt tolerance,Core
QN062_06625,Sodium:solute symporter family protein,Salt tolerance,Contextual
JG29_12570,"ABC-type proline/glycine betaine transport system, permease and substrate binding protein",Salt tolerance,Core
JG30_02930,Quaternary amine transport ATP-binding protein (EC 7.6.2.9),Salt tolerance,Contextual
SINU_12570,Putative proline/betaine transporter,Salt tolerance,Core
SINU_10730,Putative proline/betaine transporter,Salt tolerance,Core
SINU_01205,Quaternary amine transport ATP-binding protein (EC 7.6.2.9),Salt tolerance,Contextual
SINU_00080,Putative proline/betaine transporter,Salt tolerance,Core
C5L30_000956,ABC transmembrane type-1 domain-containing protein,Salt tolerance,Contextual
C5L30_002037,Quaternary amine transport ATP-binding protein (EC 7.6.2.9),Salt tolerance,Contextual
C5L32_002180,Quaternary amine transport ATP-binding protein (EC 7.6.2.9),Salt tolerance,Contextual
C5L32_002179,ABC transmembrane type-1 domain-containing protein,Salt tolerance,Contextual
C5L32_002178,ABC-type glycine betaine transport system substrate-binding domain-containing protein,Salt tolerance,Contextual
C5L31_000844,ABC transmembrane type-1 domain-containing protein,Salt tolerance,Contextual
C5L31_001080,Quaternary amine transport ATP-binding protein (EC 7.6.2.9),Salt tolerance,Contextual
C5L31_001082,ABC-type glycine betaine transport system substrate-binding domain-containing protein,Salt tolerance,Contextual
C5L31_001081,ABC transmembrane type-1 domain-containing protein,Salt tolerance,Contextual
C5L32_001506,ABC transmembrane type-1 domain-containing protein,Salt tolerance,Contextual
C5L32_001028,Putative proline/betaine transporter,Salt tolerance,Core
C5L31_000775,ABC transmembrane type-1 domain-containing protein,Salt tolerance,Contextual
C5L31_000777,ABC transmembrane type-1 domain-containing protein,Salt tolerance,Contextual
E4665_13585,Putative proline/betaine transporter,Salt tolerance,Core
WR164_05010,Quaternary amine transport ATP-binding protein (EC 7.6.2.9),Salt tolerance,Contextual
QFF56_07570,Quaternary amine transport ATP-binding protein (EC 7.6.2.9),Salt tolerance,Contextual
QFF56_08635,Putative proline/betaine transporter,Salt tolerance,Core
QFF56_09150,ABC transporter permease/substrate-binding protein,Salt tolerance,Core
KIMC2_12560,Glycine/betaine ABC transporter,Salt tolerance,Core
QFE45_00850,ABC transporter permease/substrate-binding protein,Salt tolerance,Core
A8C52_10905,Na+/proline symporter (Sodium solute symporter) (Sodium:solute symporter),Salt tolerance,Contextual
JG29_02330,"Glycine/betaine/carnitine ABC transporter, substrate binding lipoprotein",Salt tolerance,Core
JG29_02340,Glycine/betaine ABC transporter,Salt tolerance,Core
JG30_02910,"Glycine/betaine/carnitine ABC transporter, substrate binding lipoprotein",Salt tolerance,Core
JG30_02920,Glycine/betaine ABC transporter,Salt tolerance,Core
SINU_01195,Glycine/betaine ABC transporter,Salt tolerance,Core
SINU_01200,Glycine/betaine ABC transporter,Salt tolerance,Core
C5L30_002038,Proline/glycine betaine ABC transporter permease,Salt tolerance,Core
C5L30_002039,Glycine/betaine ABC transporter,Salt tolerance,Core
E4665_03075,ABC transporter permease,Salt tolerance,Core
E4665_03060,ABC transporter permease,Salt tolerance,Core
QFF56_07580,Glycine betaine ABC transporter substrate-binding protein,Salt tolerance,Core
QFF56_07575,Proline/glycine betaine ABC transporter permease,Salt tolerance,Core
KIMC2_16510,Glycine/betaine ABC transporter permease,Salt tolerance,Core
KIMC2_01490,Amino acid ABC transporter permease,Salt tolerance,Core
KIMC2_16490,Glycine/betaine ABC transporter permease,Salt tolerance,Core
merA,Mercuric reductase (EC 1.16.1.1) (Hg(II) reductase),Salt tolerance,Contextual
clpP,ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Caseinolytic protease) (Endopeptidase Clp) (Stress protein G7),Salt tolerance,Core
carB,Carbamoyl phosphate synthase large chain (EC 6.3.4.16) (EC 6.3.5.5) (Carbamoyl phosphate synthetase ammonia chain),Salt tolerance,Contextual
ribBA,"Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)]",Salt tolerance,Core
rlmN,Probable dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase),Salt tolerance,Contextual
asd,Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase),Salt tolerance,Contextual
pfkA,ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase),Salt tolerance,Core
murE,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)",Salt tolerance,Contextual
pyrG,CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase),Salt tolerance,Contextual
fabH,Beta-ketoacyl-[acyl-carrier-protein] synthase III (Beta-ketoacyl-ACP synthase III) (KAS III) (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase 3) (3-oxoacyl-[acyl-carrier-protein] synthase III),Salt tolerance,Contextual
glmU,Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)],Salt tolerance,Contextual
hmpA,Flavohemoprotein (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD) (EC 1.14.12.17),Salt tolerance,Contextual
kynU,Kynureninase (EC 3.7.1.3) (L-kynurenine hydrolase),Salt tolerance,Core
recQ,DNA helicase RecQ (EC 5.6.2.4),Salt tolerance,Contextual
hisC,Histidinol-phosphate aminotransferase (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase),Salt tolerance,Contextual
dapA,4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7),Salt tolerance,Contextual
dxr,1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase),Salt tolerance,Contextual
aroC,Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase),Salt tolerance,Contextual
hypF,Carbamoyltransferase (EC 6.2.-.-),Salt tolerance,Contextual
rraA,4-hydroxy-4-methyl-2-oxoglutarate aldolase (HMG aldolase) (EC 4.1.1.112) (EC 4.1.3.17) (Oxaloacetate decarboxylase),Salt tolerance,Core
parC,DNA topoisomerase 4 subunit A (EC 5.6.2.2) (Topoisomerase IV subunit A),Salt tolerance,Contextual
parE,DNA topoisomerase 4 subunit B (EC 5.6.2.2) (Topoisomerase IV subunit B),Salt tolerance,Contextual
coaW,Type II pantothenate kinase (EC 2.7.1.33) (PanK-II) (Pantothenic acid kinase),Salt tolerance,Core
cypD,Bifunctional cytochrome P450/NADPH--P450 reductase [Includes: Cytochrome P450 (EC 1.14.14.1); NADPH--cytochrome P450 reductase (EC 1.6.2.4)],Salt tolerance,Contextual
serC,Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT),Salt tolerance,Contextual
lexA,LexA repressor (EC 3.4.21.88),Salt tolerance,Contextual
pepT,Peptidase T (EC 3.4.11.4) (Aminotripeptidase) (Tripeptidase) (Tripeptide aminopeptidase),Salt tolerance,Core
cobB,NAD-dependent protein deacetylase (EC 2.3.1.286) (Regulatory protein SIR2 homolog),Salt tolerance,Supportive
pnp,Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase),Salt tolerance,Contextual
pyrC,Dihydroorotase (DHOase) (EC 3.5.2.3),Salt tolerance,Contextual
carA,Carbamoyl phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl phosphate synthetase glutamine chain),Salt tolerance,Contextual
rnhB,Ribonuclease HII (RNase HII) (EC 3.1.26.4),Salt tolerance,Contextual
moaA,"GTP 3',8-cyclase (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A)",Salt tolerance,Contextual
hcp,Hydroxylamine reductase (EC 1.7.99.1) (Hybrid-cluster protein) (HCP) (Prismane protein),Salt tolerance,Contextual
pyrH,Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK),Salt tolerance,Core
